no,kode,nama_bahan,url_detail,Jenis pangan,Kode Baru,Kode Lama,Kelompok,Nama Inggris,Abu (Ash),Air (Water),"Besi (Fe), Ferrum, Iron",β-Karoten (Carotenes),Energi (Energy),"Fosfor (P), Phosphorus","Kalium (K), Potassium","Kalsium (Ca), Calcium",Karbohidrat (CHO),Karoten total (Re),Lemak (Fat),"Natrium (Na), Sodium","Niasin, C6H5NO2, Niacin",Protein,"Retinol (vit A), C20H30O",Riboflavin (vitamin B2),"Seng (Zn), Zinc",Serat (Fiber),"Tembaga (Cu), Copper",Tiamina (vitamin B1),Vitamin C,Spesies,Genus,Familia
81,DR009,"Bayam merah, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR009#AndraFarm,Tunggal,DR009,-,Sayur,"Spinach, red, fresh",2.2,88.5,7.0,7325.0,41.0,80.0,60.0,520.0,6.3,,0.8,20.0,0.1,2.2,,0.1,0.8,2.2,0.2,0.2,62.0,Amaranthus tricolor L.,Amaranthus,Amaranthaceae
82,DP001,"Bayam, kukus",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP001#AndraFarm,Olahan,DP001,-,Sayur,"Spinach, steamed",1.6,90.7,5.7,2699.0,30.0,35.0,431.0,239.0,5.8,3750.0,0.7,15.0,0.9,1.3,,0.1,0.3,1.2,0.1,0.02,32.0,,,
83,DP002,"Bayam, rebus",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP002#AndraFarm,Olahan,DP002,-,Sayur,"Spinach, stew",1.0,93.5,0.5,3282.0,23.0,35.0,308.4,150.0,3.7,2864.0,0.6,16.0,0.9,1.2,,0.1,0.3,1.1,0.2,0.02,19.0,,,
84,DR008,"Bayam, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR008#AndraFarm,Tunggal,DR008,-,Sayur,"Spinach, fresh",1.3,94.5,3.5,2699.0,16.0,76.0,456.4,166.0,2.9,2293.0,0.4,16.0,1.0,0.9,,0.1,0.4,0.7,0.13,0.04,41.0,Amaranthus tricolor L.,Amaranthus,Amaranthaceae
85,HP005,"Bayau mi balu, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=HP005#AndraFarm,Olahan,HP005,-,Telur,"Bayau mi balu, cooking",0.9,36.1,,89.0,313.0,,,,44.8,,12.2,,9.7,6.0,783.0,0.27,,,,0.14,,,,
86,FR012,"Bebek (itik), daging, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR012#AndraFarm,Tunggal,FR012,-,Daging,"Duck, meat, fresh",1.1,54.3,1.8,,321.0,188.0,199.0,15.0,,,28.6,54.0,4.3,16.0,273.0,0.28,1.2,,0.21,0.1,,Anas platyrhynchos domesticus,Anas,Anatidae
87,FR013,"Bebek alabio, daging, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR013#AndraFarm,Tunggal,FR013,-,Daging,"Duck, alabio, meat, fresh",1.0,57.0,4.8,,303.0,293.0,260.0,20.0,3.7,,27.0,50.0,4.1,11.3,,0.04,2.0,,0.7,0.36,,Anas platyrhynchos domesticus,Anas,Anatidae
88,FP003,"Bebek, daging, goreng",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP003#AndraFarm,Olahan,FP003,-,Daging,"Duck, meat, fried",2.0,48.8,4.1,,300.0,170.0,6.0,170.0,4.5,,20.7,34.0,10.6,24.0,,0.4,3.0,,0.4,0.1,,,,
89,DP026,Beberuk,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP026#AndraFarm,Olahan,DP026,-,Sayur,Beberuk,1.1,89.1,8.3,44.0,65.0,72.0,427.0,179.0,3.5,,5.2,53.0,4.4,1.1,,,0.2,3.1,0.4,0.3,,,,
90,FP036,Beef burger,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP036#AndraFarm,Olahan,FP036,-,Daging,Beef burger,2.2,45.5,2.6,,258.0,157.0,189.1,210.0,32.5,7580.0,9.5,572.0,,10.6,218.0,,,0.4,,0.95,,,,
91,FP037,"Beef teriyaki, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP037#AndraFarm,Olahan,FP037,-,Daging,"Beef teriyaki, cooking",0.9,65.1,2.3,,151.0,62.0,,142.0,22.3,400.0,3.1,377.0,,8.6,22.0,,,0.3,,0.53,,,,
92,FP038,"Beef yakiniku, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP038#AndraFarm,Olahan,FP038,-,Daging,"Beef yakiniku, cooking",0.8,67.7,2.0,,132.0,67.0,,302.0,20.7,700.0,1.1,409.0,,9.8,78.0,,,0.3,,0.62,,,,
93,NP002,Bekasam,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=NP002#AndraFarm,Olahan,NP002,-,Bumbu,Tiny shrimp fermented (Bekasam),11.6,65.5,7.5,,116.0,757.0,176.0,704.0,6.1,,4.9,711.0,2.1,11.9,,0.03,1.9,3.5,0.8,,,,,
94,NP003,Bekasang,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=NP003#AndraFarm,Olahan,NP003,-,Bumbu,Fermented fish,15.9,67.1,2.6,,78.0,97.0,121.0,54.0,3.6,,2.0,4016.0,0.6,11.4,,0.12,4.8,0.4,0.2,0.15,,,,
95,GP001,"Bekicot, dendeng, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP001#AndraFarm,Olahan,GP001,-,Ikan dsb,"Snail, jerky, raw",8.4,6.7,16.6,,441.0,523.0,,692.0,15.8,1408.0,20.3,,,48.7,6.0,,,,,0.56,69.0,,,
96,FR014,"Belibis, daging, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR014#AndraFarm,Tunggal,FR014,-,Daging,"Whistling duck, meat, fresh",1.4,71.3,9.6,,131.0,192.0,104.0,8.0,2.8,,4.3,46.0,2.7,20.2,,0.08,1.6,,1.2,0.37,,Dendrocygna arcuata,Dendrocygna,Anatidae
97,ER006,"Belimbing, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER006#AndraFarm,Tunggal,ER006,-,Buah,"Starfruit, fresh",0.4,90.0,1.1,29.0,36.0,12.0,130.0,4.0,8.8,170.0,0.4,4.0,,0.4,,,0.1,3.3,,0.03,35.0,Averrhoa Carambola L.,Averrhoa,Oxalidaceae
98,BP004,"Belitung, talas, kukus",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP004#AndraFarm,Olahan,BP004,-,Umbi,"Belitung, taro, steamed",1.1,63.1,0.9,,145.0,48.0,552.6,21.0,34.2,,0.4,7.0,2.3,1.2,,0.1,0.9,1.0,0.2,0.08,1.0,,,
99,BR004,"Belitung, talas, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR004#AndraFarm,Tunggal,BR004,-,Umbi,"Taro, belitung, steamed",1.1,63.1,1.4,,145.0,54.0,536.1,26.0,34.2,,0.4,6.0,2.3,1.2,,0.1,0.9,1.5,0.2,0.1,2.0,"Xanthosoma rolaceum, Shott",Xanthosoma,Araceae
100,GP002,"Belut, goreng",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP002#AndraFarm,Olahan,GP002,-,Ikan dsb,"Asian swamp eel, fried",11.5,11.2,4.9,,417.0,872.0,217.7,840.0,32.0,,19.4,71.0,10.5,25.9,,0.2,1.8,,0.3,,,Monopterus albus,Monopterus,Synbranchidae
101,GR011,"Belut, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR011#AndraFarm,Tunggal,GR011,-,Ikan dsb,"Asian swamp eel, fresh",2.1,81.5,1.5,,70.0,155.0,169.0,49.0,1.0,,0.8,55.0,7.7,14.6,,0.12,1.2,,0.2,0.22,,Monopterus albus,Monopterus,Synbranchidae
102,GR012,"Belut,laut, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR012#AndraFarm,Tunggal,GR012,-,Ikan dsb,"Eel, sea, fresh",4.1,79.5,3.0,3.0,93.0,199.0,175.9,60.0,6.1,71.0,1.5,33.0,2.7,12.8,51.0,,1.0,,0.1,0.06,,Macrotema caligans,Macrotema,Synbranchidae
103,BR005,"Bengkuang, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR005#AndraFarm,Tunggal,BR005,-,Umbi,"Yam bean, fresh",0.5,85.1,0.6,,59.0,18.0,244.3,15.0,12.8,,0.2,2.0,0.2,1.4,,0.1,0.3,1.0,0.1,0.04,20.0,Pachyrrhizus erosus Urban,Pachyrrhizus,Leguminosae / Fabaceae
104,BR006,"Bentul (Komba), talas, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR006#AndraFarm,Tunggal,BR006,-,Umbi,"Taro, bentul, fresh",1.8,75.8,1.5,,98.0,66.0,195.5,44.0,20.9,,0.7,,0.8,1.6,,0.1,0.6,0.7,0.2,0.02,,Xanthosoma rolaceum,Colocasia,Araceae
105,BP005,"Bentul, talas, kukus",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP005#AndraFarm,Olahan,BP005,-,Umbi,"Bentul, taro, steamed",0.9,81.1,0.6,,71.0,26.0,201.0,29.0,15.4,,0.3,,,2.3,,,0.6,0.5,0.2,0.06,21.0,,,
106,BP019,Beras Cerdas,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP019#AndraFarm,Olahan,BP019,-,Umbi,Smart Rice,2.6,11.3,2.9,0.0,350.0,351.0,568.0,28.0,82.3,,1.1,358.0,0.3,2.7,,0.2,0.9,6.2,0.2,0.02,0.0,,,
107,BP020,Beras ganyong,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP020#AndraFarm,Olahan,BP020,-,Umbi,Canna rice,0.5,9.3,5.0,1000.0,364.0,47.0,72.2,4.0,86.3,0.0,0.7,4.0,0.3,3.4,,0.02,0.6,4.7,0.2,0.02,0.0,,,
108,AR002,"Beras giling var pelita, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR002#AndraFarm,Tunggal,AR002,-,Serealia,"Ground Rice, Pelita, raw",0.6,11.4,1.4,,369.0,171.0,,68.0,77.1,,1.4,34.0,,9.5,,,,0.4,,0.26,,Oryza sativa L.,Oryza,Graminae / Poaceae
109,AR003,"Beras giling var rojolele, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR003#AndraFarm,Tunggal,AR003,-,Serealia,"Ground Rice, Rojolele, raw",0.8,12.0,1.8,,357.0,81.0,112.9,147.0,77.1,80.0,1.7,34.0,1.5,8.4,,0.02,0.1,0.2,0.14,0.2,,Oryza sativa L.,Oryza,Graminae / Poaceae
110,AR001,"Beras giling, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR001#AndraFarm,Tunggal,AR001,-,Serealia,"Ground Rice, raw",0.8,12.0,1.8,,357.0,81.0,71.0,147.0,77.1,,1.7,27.0,2.6,8.4,,0.08,0.5,0.2,0.1,0.2,,Oryza sativa L.,Oryza,Graminae / Poaceae
111,AR004,"Beras hitam, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR004#AndraFarm,Tunggal,AR004,-,Serealia,"Black Rice, raw",0.9,12.9,0.1,,351.0,198.0,105.0,6.0,76.9,,1.3,15.0,,8.0,,0.06,1.6,20.1,0.1,0.21,,Oryza sativa L.,Oryza,Graminae / Poaceae
112,AR005,"Beras jagung kuning, kering, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR005#AndraFarm,Tunggal,AR005,-,Serealia,"Yellow Corn Rice, dried, raw",0.9,10.8,1.4,641.0,358.0,90.0,80.0,20.0,82.7,,0.1,1.0,1.0,5.5,,0.08,4.1,10.0,0.1,0.12,3.0,Zea mays,Zea,Graminae / Poaceae
113,AR006,"Beras jagung putih, kering, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR006#AndraFarm,Tunggal,AR006,-,Serealia,"White Corn Rice, dried, raw",0.8,22.5,1.2,301.0,307.0,78.0,70.0,17.0,71.8,,0.1,1.0,0.9,4.8,,0.07,3.5,10.0,0.1,0.15,,Zea mays,Zea,Graminae / Poaceae
114,AR007,"Beras ketan hitam tumbuk, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR007#AndraFarm,Tunggal,AR007,-,Serealia,"Mashed black sticky rice, raw",1.5,13.7,6.2,,360.0,347.0,288.0,10.0,74.5,,2.3,11.0,2.0,8.0,,0.1,2.2,1.0,0.28,0.24,,Oryza sativa L. var. glutinosa,Oryza,Graminae / Poaceae
115,AR008,"Beras ketan putih tumbuk, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR008#AndraFarm,Tunggal,AR008,-,Serealia,"Mashed white sticky rice, raw",0.5,12.9,3.4,,361.0,157.0,282.0,13.0,78.4,,0.8,3.0,1.4,7.4,,,2.2,0.4,0.28,0.28,,Oryza sativa L. var. glutinosa,Oryza,Graminae / Poaceae
116,AR009,"Beras ladang, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR009#AndraFarm,Tunggal,AR009,-,Serealia,"Field rice, raw",0.9,9.8,0.8,,376.0,110.0,70.0,20.0,78.0,,3.8,10.0,5.1,7.5,,0.2,1.4,5.9,0.1,0.2,,Oryza sativa L.,Oryza,Graminae / Poaceae
117,AR010,"Beras menir, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR010#AndraFarm,Tunggal,AR010,-,Serealia,"Crude rice, raw",0.2,12.0,3.7,,362.0,272.0,201.0,22.0,73.0,,4.4,90.0,1.9,7.7,,0.04,0.5,0.2,0.1,0.55,,Oryza sativa L.,Oryza,Graminae / Poaceae
118,AR011,Beras parboiled,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR011#AndraFarm,Tunggal,AR011,-,Serealia,Parboiled rice,2.5,10.0,0.8,,353.0,142.0,46.0,5.0,80.0,,0.6,2.0,3.4,6.8,,0.11,1.0,0.5,0.28,0.22,,Oryza sativa L.,Oryza,Graminae / Poaceae
119,BP021,Beras Siger,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP021#AndraFarm,Olahan,BP021,-,Umbi,Siger rice,0.7,13.5,5.6,,344.0,22.0,77.9,32.0,28.3,,0.2,106.0,0.2,1.1,,0.1,0.5,5.6,0.1,0.02,0.0,,,
120,AR013,"Beras tumbuk merah, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR013#AndraFarm,Tunggal,AR013,-,Serealia,"Red Mashed Rice, raw",1.0,14.6,4.2,,352.0,257.0,202.0,15.0,76.2,,0.9,10.0,3.3,7.3,,0.05,1.9,0.8,0.36,0.34,,Oryza sativa L.,Oryza,Graminae / Poaceae
121,AR012,"Beras tumbuk, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AR012#AndraFarm,Tunggal,AR012,-,Serealia,"Mashed rice, raw",0.4,11.5,0.6,,354.0,112.0,85.0,3.0,79.9,,0.4,5.0,5.1,7.8,,0.22,1.5,3.8,0.5,0.25,,Oryza sativa L.,Oryza,Graminae / Poaceae
122,GP055,"Betok wadi, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP055#AndraFarm,Olahan,GP055,-,Ikan dsb,"Betok wadi, cooking",3.4,69.2,1.8,,145.0,523.0,203.0,405.0,4.1,,7.0,69.0,,16.3,,,1.3,,1.0,0.22,,,,
123,AP007,Bihun goreng instan,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP007#AndraFarm,Olahan,AP007,-,Serealia,"Fried vermicelli, instant",0.7,9.0,2.9,,381.0,151.0,,266.0,80.3,400.0,3.9,928.0,,6.1,58.0,,,,,0.37,,,,
124,AP008,"Bihun Jagung, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP008#AndraFarm,Olahan,AP008,-,Serealia,"Corn Vermicelli, raw",0.5,11.3,0.6,,354.0,111.0,1.4,13.0,87.4,,0.3,49.0,0.3,0.5,,0.02,,3.0,0.4,0.02,0.0,,,
125,AP006,"Bihun, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP006#AndraFarm,Olahan,AP006,-,Serealia,"Vermicelli, raw",0.2,12.9,1.8,,348.0,35.0,5.0,6.0,82.1,,0.1,12.0,0.2,4.7,,,0.7,1.2,0.08,,,,,
126,BP022,Biji nangka/Biji salak,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP022#AndraFarm,Olahan,BP022,-,Umbi,"Jackfruit seeds, Salacca seeds",0.7,40.5,0.8,1667.0,262.0,80.0,2.0,60.0,51.1,,5.4,10.0,,2.3,,1.0,2.0,8.0,0.6,0.1,10.0,,,
127,AP035,Bika ambon,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP035#AndraFarm,Olahan,AP035,-,Serealia,Bika Ambon,0.6,51.5,1.8,,199.0,28.0,,45.0,44.4,408.0,1.5,,,2.1,,,,0.3,,0.1,,,,
128,AP036,Bingka,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP036#AndraFarm,Olahan,AP036,-,Serealia,Bingka,0.6,44.4,,,273.0,,,,39.1,,10.6,,,5.3,,,,,,,,,,
129,AP029,Biskuit,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP029#AndraFarm,Olahan,AP029,-,Serealia,Biscuits,1.4,2.2,2.7,14.0,458.0,87.0,20.3,62.0,75.1,,14.4,241.0,1.4,6.9,,0.15,0.6,2.1,0.16,0.09,,,,
130,DR010,"Bit, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR010#AndraFarm,Tunggal,DR010,-,Sayur,"Beet, fresh",1.1,87.6,1.0,,41.0,43.0,404.9,27.0,9.6,20.0,0.1,29.0,0.3,1.6,,0.05,0.7,2.6,0.2,0.02,10.0,Beta vulgaris L.,Beta,Amarantaceae (Chenopodiaceae)
131,ER007,"Biwah, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER007#AndraFarm,Tunggal,ER007,-,Buah,"Loquat (Biwah), fresh",0.5,87.1,0.8,,51.0,14.0,258.6,220.0,12.1,12256.0,0.1,1.0,,0.3,,0.02,0.1,0.7,0.04,0.1,4.0,Eriobotrya japonica,Eriobotrya,Rosaceae
132,ER114,"Blewah, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER114#AndraFarm,Tunggal,,,Buah,"Cantaloupe, fresh",0.7,90.2,0.2,2029.0,34.0,15.0,267.0,9.0,8.2,,0.2,16.0,0.7,0.8,,0.02,0.2,0.9,0.04,0.04,37.0,,,
133,AP037,Bobengka,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP037#AndraFarm,Olahan,AP037,-,Serealia,Bobengka,0.6,46.3,,,225.0,,,,45.2,,2.6,,,5.3,,,,,,,,,,
134,AP038,Bolu peca,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP038#AndraFarm,Olahan,AP038,-,Serealia,Bolu Peca,0.9,55.6,,,197.0,,,,35.6,,4.6,,,3.3,,,,,,,,,,
135,NR009,"Boros kunci, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=NR009#AndraFarm,Tunggal,NR009,-,Bumbu,"Rhizomes / Kaemper / Chinesedey, fresh",1.0,90.0,2.0,,40.0,50.0,480.0,50.0,7.2,5000.0,0.8,33.0,1.7,1.0,,0.68,0.3,1.0,0.02,0.08,50.0,Kaemperia pandurata,,
136,NR010,"Boros laja (lengkuas), segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=NR010#AndraFarm,Tunggal,NR010,-,Bumbu,"Rhizomes / Galanga, fresh",1.0,93.0,2.0,5.0,26.0,50.0,137.1,50.0,4.7,5000.0,0.3,24.0,0.3,1.0,,0.06,0.3,1.1,0.07,0.08,50.0,Kaemperia candida,,
137,DP027,Botok lamtoro,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP027#AndraFarm,Olahan,DP027,-,Sayur,Lamtoro botok,2.2,63.9,26.0,,186.0,322.0,,771.0,13.0,179.0,9.7,,,11.7,18.0,,,2.1,,0.27,2.0,,,
138,GP056,"Bou ninahu ndamate, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP056#AndraFarm,Olahan,GP056,-,Ikan dsb,"Bou ninahu ndamate, cuisine",2.1,79.5,,,79.0,,,,1.1,,1.0,67.0,0.1,6.3,691.0,,,,,0.1,,,,
139,GP057,"Bouiki ninahu nggaluku, masakan",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GP057#AndraFarm,Olahan,GP057,-,Ikan dsb,"Bouiki ninahu nggaluku, cooking",5.3,73.9,,,94.0,,179.4,,10.8,,2.2,58.0,2.4,7.8,,0.03,1.5,,,0.5,,,,
140,AP039,Brem,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP039#AndraFarm,Olahan,AP039,-,Serealia,Brem,0.9,37.4,2.0,,249.0,86.0,,198.0,58.0,240.0,0.4,,,3.4,,,,,,0.34,,,,
141,FP039,Brongkos,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP039#AndraFarm,Olahan,FP039,-,Daging,Brongkos,2.4,76.4,5.1,,141.0,97.0,,87.0,12.6,356.0,3.3,,,15.3,4.0,,,1.0,,0.4,,,,
142,ER008,"Buah atung, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER008#AndraFarm,Tunggal,ER008,-,Buah,"Atung fruit, fresh",1.8,92.0,4.6,,23.0,50.0,,30.0,5.2,,0.2,,,0.8,,,,,,0.29,38.0,,,
143,ER009,"Buah kelenting, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER009#AndraFarm,Tunggal,ER009,-,Buah,"Resilient fruit, fresh",1.2,73.9,1.1,,110.0,102.0,,8.0,21.4,,2.1,2.0,,1.4,,0.1,0.9,,0.3,0.2,6.0,,,
144,DR011,Buah kelor,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR011#AndraFarm,Tunggal,DR011,-,Sayur,Moringa fruit,1.3,89.5,,31.0,38.0,54.0,216.0,30.0,7.5,,0.2,48.0,4.1,1.5,,0.1,0.2,3.2,,0.1,25.0,Moringa oleifera Lamk,Moringa,Moringaceae
145,ER010,"Buah kom, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER010#AndraFarm,Tunggal,ER010,-,Buah,"Kom fruit, fresh",1.7,33.7,0.8,,264.0,92.0,,306.0,59.6,400.0,1.1,,,4.0,,,,9.0,,0.11,9.0,,,
146,ER011,"Buah mentega (Bisbul), segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER011#AndraFarm,Tunggal,ER011,-,Buah,"Persimmons, japanese, fresh",0.4,89.0,0.8,141.0,39.0,17.0,90.0,43.0,9.7,55.0,0.2,1.0,0.1,0.7,,0.01,0.1,2.0,0.06,0.02,33.0,Diospyros discolor,Diospyros,Ebenaceae
147,DR012,Buah merah,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR012#AndraFarm,Tunggal,DR012,-,Sayur,Red fruit,0.4,81.2,1.1,,87.0,1.0,140.0,30.0,13.1,,2.7,110.0,0.2,2.6,,0.1,0.3,4.0,0.1,1.5,15.0,Pandanus conoideus Lam,Pandanus,Pandanaceae
148,ER012,"Buah Naga Merah, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER012#AndraFarm,Tunggal,ER012,-,Buah,"Red Dragon Fruit, fresh",0.4,85.7,0.4,,71.0,14.0,128.0,13.0,9.1,,3.1,128.0,0.5,1.7,,0.3,0.4,3.2,,0.5,1.0,,,
149,ER013,"Buah Naga Putih, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER013#AndraFarm,Tunggal,ER013,-,Buah,"White Dragon Fruit, fresh",0.6,86.6,0.5,,56.0,27.0,231.0,13.0,10.9,,1.0,231.0,0.9,0.8,,0.5,0.4,3.2,,0.02,1.0,,,
150,ER014,"Buah negri, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER014#AndraFarm,Tunggal,ER014,-,Buah,"Passion-fruit (granadilla), negri fruit, fresh",0.8,85.7,0.2,460.0,55.0,40.0,,30.0,12.2,,0.1,10.0,0.1,1.2,,0.03,0.3,5.2,0.1,0.33,9.0,Passiflora edulis Sims,Passiflora,Passifloraceae
151,ER015,"Buah nona, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER015#AndraFarm,Tunggal,ER015,-,Buah,"Sugarapple, fresh",1.0,71.5,0.8,49.0,101.0,20.0,312.5,27.0,25.2,,0.6,5.0,0.9,1.7,,0.16,0.1,2.8,325.7,0.08,22.0,Annona reticulata,Annona,Annonaceae
152,ER016,"Buah rotan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER016#AndraFarm,Tunggal,ER016,-,Buah,"Rattan fruit, fresh",1.5,79.4,3.4,,78.0,7.0,495.0,1.0,18.2,,0.3,7.0,,0.6,,,0.7,,0.3,0.12,5.0,Eleiodoxa conferta (Griff) Buret,Eleidoxa,Araceae
153,ER017,"Buah rukam, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER017#AndraFarm,Tunggal,ER017,-,Buah,"Rukam fruit, fresh",0.8,71.3,1.2,17.0,113.0,52.0,219.0,108.0,26.8,,0.3,2.0,,0.8,,0.01,0.9,7.7,0.3,0.06,20.0,Flacourtia rukam zoll & Moritzi,Flacourtia,Flacourtiaceae
154,ER018,"Buah ruruhi, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER018#AndraFarm,Tunggal,ER018,-,Buah,"Ruruhi fruit, fresh",0.3,93.0,,7.0,29.0,7.0,45.0,6.0,3.6,,0.7,36.0,,2.1,,0.01,0.1,2.6,,0.06,10.0,,,
155,ER019,"Buah tuppa, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER019#AndraFarm,Tunggal,ER019,-,Buah,"Tuppa fruit, fresh",1.0,82.5,0.5,,67.0,139.0,,12.0,15.9,,0.2,2.0,,0.4,,0.01,0.5,,0.2,0.04,5.0,,,
156,FP004,"Buaya, daging, dendeng, mentah",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP004#AndraFarm,Olahan,FP004,-,Daging,"Crocodile, meat, beef jerky, raw",2.5,12.3,4.3,,365.0,130.0,680.0,60.0,30.8,,4.8,500.0,0.2,49.6,,,11.6,,0.2,,,,,
157,BP023,Bubur sagu,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP023#AndraFarm,Olahan,BP023,-,Umbi,Sago porridge,0.3,62.5,0.1,,167.0,3.0,,3.0,33.0,,4.0,7.0,0.1,0.2,,,0.1,,0.1,9.0,,,,
158,AP040,Bubur tinotuan (Manado),https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP040#AndraFarm,Olahan,AP040,-,Serealia,Tinotuan porridge (Manado),1.0,80.9,0.4,1437.0,156.0,20.0,164.0,41.0,15.6,,0.2,486.0,,2.3,,0.04,0.4,8.2,0.3,0.1,15.0,,,
